Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","109.747198","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","110.30028","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","110.853361","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","111.406443","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","111.72249","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","112.433595","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","112.67063","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","112.907665","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","113.697781","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","113.934816","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","113.776793","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","114.803945","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","115.989119","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","117.648364","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","118.359469","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","120.018714","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","120.808831","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","120.966854","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","120.571796","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","120.650808","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","121.519936","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","121.677959","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","120.966854","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","121.598947","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","122.073017","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","122.705111","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","123.574239","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","124.048309","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","124.206332","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","124.917437","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","125.391507","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","125.233484","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","125.312496","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","125.470519","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2023","2023","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","125.075461","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7001","January","6121","Value","%","4.581246","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7002","February","6121","Value","%","4.422254","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7003","March","6121","Value","%","3.994294","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7004","April","6121","Value","%","3.285714","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7005","May","6121","Value","%","1.410437","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7006","June","6121","Value","%","0.845666","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7007","July","6121","Value","%","1.12835","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7008","August","6121","Value","%","0.424328","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7009","September","6121","Value","%","-0.924609","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7010","October","6121","Value","%","-2.052371","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7011","November","6121","Value","%","-1.969058","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2016","2016","23014","Food price inflation","7012","December","6121","Value","%","-2.793296","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7001","January","6121","Value","%","-3.969884","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7002","February","6121","Value","%","-4.098361","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7003","March","6121","Value","%","-3.566529","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7004","April","6121","Value","%","-2.558783","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7005","May","6121","Value","%","-1.182197","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7006","June","6121","Value","%","-0.349406","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7007","July","6121","Value","%","-0.13947","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7008","August","6121","Value","%","0.28169","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7009","September","6121","Value","%","0.86145","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7010","October","6121","Value","%","0.578035","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7011","November","6121","Value","%","0.932568","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2017","2017","23014","Food price inflation","7012","December","6121","Value","%","1.508621","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7001","January","6121","Value","%","1.639344","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7002","February","6121","Value","%","1.353276","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7003","March","6121","Value","%","0.497866","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7004","April","6121","Value","%","0.709723","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7005","May","6121","Value","%","-0.492611","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7006","June","6121","Value","%","0.070126","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7007","July","6121","Value","%","0.069832","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7008","August","6121","Value","%","0.280899","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7009","September","6121","Value","%","0.640569","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7010","October","6121","Value","%","1.077586","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7011","November","6121","Value","%","1.421464","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2018","2018","23014","Food price inflation","7012","December","6121","Value","%","2.476999","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7001","January","6121","Value","%","2.454418","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7002","February","6121","Value","%","3.373155","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7003","March","6121","Value","%","4.03397","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7004","April","6121","Value","%","2.959831","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7005","May","6121","Value","%","4.031117","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7006","June","6121","Value","%","3.924317","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7007","July","6121","Value","%","4.18702","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7008","August","6121","Value","%","3.921569","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7009","September","6121","Value","%","4.101839","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7010","October","6121","Value","%","4.122246","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7011","November","6121","Value","%","3.85424","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2019","2019","23014","Food price inflation","7012","December","6121","Value","%","3.176796","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7001","January","6121","Value","%","3.764545","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7002","February","6121","Value","%","2.379334","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7003","March","6121","Value","%","2.380952","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7004","April","6121","Value","%","3.969884","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7005","May","6121","Value","%","3.53501","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7006","June","6121","Value","%","3.03439","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7007","July","6121","Value","%","2.411253","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7008","August","6121","Value","%","1.617251","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7009","September","6121","Value","%","1.290761","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7010","October","6121","Value","%","2.320819","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7011","November","6121","Value","%","1.619433","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2020","2020","23014","Food price inflation","7012","December","6121","Value","%","0.535475","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7001","January","6121","Value","%","0.065963","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7002","February","6121","Value","%","1.328021","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7003","March","6121","Value","%","1.328904","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7004","April","6121","Value","%","0.065833","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7005","May","6121","Value","%","0.853578","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7006","June","6121","Value","%","0.65445","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7007","July","6121","Value","%","0.981033","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7008","August","6121","Value","%","2.586207","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7009","September","6121","Value","%","4.225352","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7010","October","6121","Value","%","3.935957","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7011","November","6121","Value","%","4.714475","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2021","2021","23014","Food price inflation","7012","December","6121","Value","%","5.725699","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7001","January","6121","Value","%","6.460119","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7002","February","6121","Value","%","7.40498","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7003","March","6121","Value","%","8.655738","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7004","April","6121","Value","%","9.736842","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7005","May","6121","Value","%","9.700521","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7006","June","6121","Value","%","9.427828","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7007","July","6121","Value","%","9.909326","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7008","August","6121","Value","%","10.795087","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7009","September","6121","Value","%","11.389961","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7010","October","6121","Value","%","11.039795","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7011","November","6121","Value","%","11.414077","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2022","2022","23014","Food price inflation","7012","December","6121","Value","%","11.020151","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7001","January","6121","Value","%","11.393189","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7002","February","6121","Value","%","10.555217","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7003","March","6121","Value","%","9.656005","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7004","April","6121","Value","%","9.11271","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7005","May","6121","Value","%","9.020772","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7006","June","6121","Value","%","9.090909","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7007","July","6121","Value","%","8.485563","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7008","August","6121","Value","%","6.942824","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7009","September","6121","Value","%","5.777008","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7010","October","6121","Value","%","5.433526","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7011","November","6121","Value","%","4.667046","E","Estimated value",""
"CP","Consumer Price Indices","124","Canada","2023","2023","23014","Food price inflation","7012","December","6121","Value","%","4.651163","E","Estimated value",""
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","103.662677","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","104.713514","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","104.433174","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","104.005704","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","103.897077","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","103.401339","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","103.003689","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","103.313044","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","105.142303","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","105.416235","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","105.928231","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","106.75788","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","107.022696","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","107.221649","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","108.851197","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","110.246018","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","111.176579","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","111.627907","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","113.041589","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","114.236126","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","114.300425","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","113.388608","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","114.28105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","115.612168","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","116.220349","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","115.513893","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","115.883368","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","115.790054","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","115.343372","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","115.247502","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","116.496346","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","117.648819","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","117.852021","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","117.738924","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","119.648857","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","121.933798","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","122.39354","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","120.61176","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","120.563674","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","121.12846","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","121.49413","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","121.698732","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","122.833675","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","122.19419","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","122.449097","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","122.752791","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","123.861122","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","125.004351","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","126.518151","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","127.750901","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","128.77508","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","129.261901","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","130.726214","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","130.06292","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","484","Mexico","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","130.462554","X","Figure from external organization","base year is 2015"
